time,x,y,pressure,tilt_x,tilt_y
1607469163133381,12034,5730,3870,4294967196,2900
1607469163135224,12039,5772,3872,4294967196,2900
1607469163137073,12044,5815,3876,4294967196,2900
1607469163138923,12050,5860,3879,4294967196,2900
1607469163140775,12054,5903,3883,4294967196,2900
1607469163142616,12056,5944,3886,4294967196,2900
1607469163144473,12059,5983,3890,4294967196,2900
1607469163146305,12066,6022,3895,4294967196,2900
1607469163148155,12069,6062,3899,4294967196,2900
1607469163150007,12072,6102,3903,4294967196,2900
1607469163151857,12074,6142,3907,4294967196,2900
1607469163153706,12065,6182,3914,4294967196,2900
1607469163155546,12069,6220,3914,4294967196,2900
1607469163157396,12081,6257,3904,4294967196,2900
1607469163159253,12082,6293,3906,4294967196,2900
1607469163161094,12084,6330,3909,4294967196,2900
1607469163162939,12086,6367,3912,4294967196,2900
1607469163164788,12087,6405,3916,4294967196,2900
1607469163166641,12087,6443,3924,4294967196,2900
1607469163168486,12088,6483,3926,4294967196,2900
1607469163170342,12087,6524,3915,4294967196,2900
1607469163172199,12086,6561,3916,4294967196,2900
1607469163174038,12087,6598,3917,4294967196,2900
1607469163175883,12095,6634,3916,4294967196,2900
1607469163177732,12094,6670,3919,4294967196,2900
1607469163179575,12088,6707,3928,4294967196,2900
1607469163181422,12089,6745,3928,4294967196,2900
1607469163183273,12089,6782,3929,4294967196,2900
1607469163185136,12089,6818,3929,4294967196,2900
1607469163186967,12089,6854,3928,4294967196,2900
1607469163188816,12092,6891,3927,4294967196,2900
1607469163190660,12090,6925,3925,4294967196,2900
1607469163192510,12087,6959,3936,4294967196,2900
1607469163194356,12087,6994,3936,4294967196,2900
1607469163196207,12086,7028,3936,4294967196,2900
1607469163198061,12086,7062,3935,4294967196,2900
1607469163199902,12079,7097,3938,4294967196,2900
1607469163201750,12080,7136,3948,4294967196,3100
1607469163203601,12087,7172,3942,4294967196,3100
1607469163205446,12087,7203,3941,4294967196,3100
1607469163207295,12087,7236,3943,4294967196,3100
1607469163209145,12086,7268,3942,4294967196,3100
1607469163210994,12089,7300,3944,4294967196,3100
1607469163212840,12088,7331,3942,4294967196,3100
1607469163214727,12087,7362,3947,4294967196,3100
1607469163216535,12087,7393,3946,4294967196,3100
1607469163218391,12087,7424,3947,4294967196,3100
1607469163220236,12088,7455,3946,4294967196,3100
1607469163222083,12089,7485,3944,4294967196,3100
1607469163223928,12095,7515,3950,4294967196,3100
1607469163225776,12095,7543,3955,4294967196,3100
1607469163227624,12093,7570,3963,4294967196,3100
1607469163229472,12094,7596,3962,4294967196,3100
1607469163231321,12091,7623,3960,4294967196,3100
1607469163233169,12092,7648,3962,4294967196,3100
1607469163235018,12088,7671,3959,4294967196,3100
1607469163236865,12090,7695,3965,4294967196,3100
1607469163238713,12096,7720,3967,4294967196,3100
1607469163240563,12094,7743,3962,4294967196,3100
1607469163242406,12094,7767,3963,4294967196,3100
1607469163244256,12094,7791,3962,4294967196,3100
1607469163246103,12096,7812,3961,4294967196,3100
1607469163247953,12092,7830,3964,4294967196,3100
1607469163249792,12091,7847,3970,4294967196,3100
1607469163251646,12093,7863,3972,4294967196,3100
1607469163253492,12092,7878,3976,4294967196,3100
1607469163255348,12091,7893,3974,4294967196,3100
1607469163257196,12090,7907,3970,4294967196,3100
1607469163259043,12090,7920,3973,4294967196,3100
1607469163260888,12087,7932,3970,4294967196,3100
1607469163262737,12086,7945,3973,4294967196,3100
1607469163264582,12084,7956,3974,4294967196,3100
1607469163266483,12084,7966,3975,4294967196,3100
1607469163268282,12083,7975,3975,4294967196,3100
1607469163270129,12084,7984,3977,4294967196,3100
1607469163271977,12081,7992,3977,4294967196,3100
1607469163273822,12076,7999,3976,4294967196,3100
1607469163275669,12078,8006,3979,4294967196,3100
1607469163277527,12076,8011,3979,4294967196,3100
1607469163279371,12073,8017,3979,4294967196,3100
1607469163281215,12071,8021,3979,4294967196,3100
1607469163283063,12062,8024,3981,4294967196,3100
1607469163284912,12060,8027,3982,4294967196,3100
1607469163286761,12066,8029,3982,4294967196,3100
1607469163288609,12064,8031,3982,4294967196,3100
1607469163290457,12063,8032,3982,4294967096,3100
1607469163292303,12062,8032,3982,4294967096,3100
1607469163294150,12063,8032,3985,4294967096,3100
1607469163295998,12061,8031,3990,4294967096,3100
1607469163297845,12056,8030,3994,4294967096,3100
1607469163299693,12056,8030,4000,4294967096,3100
1607469163301543,12054,8028,4006,4294967096,3100
1607469163303392,12050,8026,4012,4294967096,3100
1607469163305238,12059,8023,4021,4294967096,2900
1607469163307087,12054,8020,4023,4294967096,2900
1607469163308930,12038,8015,4027,4294967096,2900
1607469163310785,12035,8009,4035,4294967096,2900
1607469163312631,12030,8003,4038,4294967096,2900
1607469163314481,12023,7997,4041,4294967096,2900
1607469163316329,12016,7989,4045,4294967096,2900
1607469163318192,12012,7980,4046,4294967096,2900
1607469163320026,12005,7971,4050,4294967096,2900
1607469163321877,11993,7960,4055,4294967096,2900
1607469163323717,11985,7948,4057,4294967096,2900
1607469163325569,11977,7936,4058,4294967096,2900
1607469163327412,11968,7925,4056,4294967096,2900
1607469163329261,11946,7914,4058,4294967096,2900
1607469163331113,11937,7902,4066,4294967096,2900
1607469163332957,11941,7890,4066,4294967096,3100
1607469163334801,11931,7876,4065,4294967096,3100
1607469163336659,11920,7863,4065,4294967096,3100
1607469163338503,11910,7850,4064,4294967096,3100
1607469163340359,11906,7834,4064,4294967096,3100
1607469163342202,11895,7818,4064,4294967096,3100
1607469163344051,11878,7802,4065,4294967096,3100
1607469163345897,11868,7781,4062,4294967096,3100
1607469163347743,11857,7758,4057,4294967096,3100
1607469163349596,11845,7736,4050,4294967096,3100
1607469163351447,11833,7716,4034,4294967096,3100
1607469163353293,11830,7695,4018,4294967096,3100
1607469163355141,11821,7672,3996,4294967096,3100
1607469163356987,11804,7651,3964,4294967096,3100
1607469163358838,11794,7630,3918,4294967096,3100
1607469163360685,11787,7608,3856,4294967096,3100
1607469163362531,11780,7585,3780,4294967096,3100
1607469163364377,11762,7564,3687,4294967096,3100
1607469163366225,11756,7543,3561,4294967096,3100
1607469163368075,11762,7521,3407,4294967096,3100
1607469163369982,11757,7498,3213,4294967096,3100
1607469163371775,11754,7476,2929,4294967096,3100
1607469163373624,11753,7456,2498,4294967096,3100
1607469163375473,11754,7434,1852,4294967096,3100
1607469163377315,11750,7412,1113,4294967096,3100
1607469163379162,11750,7391,442,4294967096,3100
1607469163381040,11756,7370,1,4294967096,3100
1607469163382855,11756,7370,0,4294967096,3100
1607469163383752,11760,7345,0,4294967096,3100
1607469163384829,11761,7344,0,4294967096,3100
1607469163386572,11762,7337,0,4294967096,3100
1607469163388413,11766,7328,0,4294967096,3100
1607469163390258,11771,7317,0,4294967096,3100
1607469163392101,11776,7304,0,4294967096,3100
1607469163393947,11781,7290,0,4294967096,3100
1607469163395801,11784,7275,0,4294967096,3100
1607469163397657,11789,7261,0,4294967096,3100
1607469163399522,11794,7248,0,4294967096,3100
1607469163401341,11798,7236,0,4294967096,3100
1607469163403201,11800,7231,0,4294967096,3100
1607469163405039,11803,7225,0,4294967096,3100
1607469163406881,11806,7219,0,4294967096,3100
1607469163408739,11809,7213,0,4294967096,3100
1607469163410586,11813,7206,0,4294967096,3100
1607469163412426,11817,7196,0,4294967096,3100
